date,description,amount,type,balance,category
2026-05-31,UPI/Ugaoo/UBIN/456125481145/Payment To U,378.93,debit,-70806.25,shopping
2026-05-31,UPI/Solanki Genera/YESB/160490775050/UPI,60.73,debit,-70866.98,groceries
2026-06-01,UPI/Dwijesh Hemant/UBIN/651670024447/Payment from,805.01,debit,-71671.99,transfer
2026-06-01,UPI/Spotify India/PPIW/445455080928/UPI,139.78,debit,-71811.77,bills
2026-06-01,UPI/Zepto/SVCB/315502679160/UPI,580.52,debit,-72392.29,groceries
2026-06-01,UPI/Jio Recharge/UTIB/986315817426/UPI,549.26,debit,-72941.55,bills
2026-06-01,UPI/Sharafat Ali/IBKL/814055234868/UPI,26.74,debit,-72968.29,transfer
2026-06-02,UPI/Amazon Pay Gro/IDFB/343670903898/You are payi,1103.37,debit,-74071.66,groceries
2026-06-02,UPI/CHENNAI EDALI/UBIN/128712518362/UPI,212.95,debit,-74284.61,food
2026-06-02,UPI/LONDHE VINOD S/SBIN/903794817975/UPI,1814.21,debit,-76098.82,transfer
2026-06-03,UPI/PVR Cinemas/SVCB/778538124831/UPI,555.47,debit,-76654.29,entertainment
2026-06-03,UPI/Dwijesh Hemant/HDFC/689485391473/NO REMARK,2374.33,credit,-74279.96,transfer
2026-06-03,UPI/ACT Fibernet/SVCB/893449426658/UPI,1129.18,debit,-75409.14,bills
2026-06-04,UPI/Indian Railway/SVCB/863273894090/UPI,301.59,debit,-75710.73,travel
2026-06-05,UPI/Impression sal/SVCB/718744967223/UPI,129.80,debit,-75840.53,shopping
2026-06-05,PCI/1400/NETFLIX.COM/+618160159424/21:47,213.50,debit,-76054.03,bills
2026-06-06,UPI/BIGBASKET/PPIW/822010980635/Pay,1837.84,debit,-77891.87,groceries
2026-06-06,UPI/RELIANCE TREND/CNRB/732479353980/UPI,2382.13,debit,-80274.00,shopping
2026-06-06,UPI/SHUBHAM CHANDR/SVCB/670790044145/UPI,125.96,debit,-80399.96,transfer
2026-06-06,UPI/2 Wheeler nigh/PPIW/996751675488/UPI,84.69,debit,-80484.65,travel
2026-06-06,UPI/Blinkit/RATN/777694868420/Pay via Razo,1006.94,debit,-81491.59,groceries
2026-06-07,UPI/NMMTGhansoli C/IDFB/517639045378/UPI,28.15,debit,-81519.74,travel
2026-06-07,UPI/BLINKIT/YESB/860491370532/Pay via Razo,1212.44,debit,-82732.18,groceries
2026-06-07,UPI/ARPITA NAG/CNRB/599871378571/Payment from,12.27,credit,-82719.91,transfer
2026-06-07,UPI/Blinkit/UBIN/830124428635/Pay via Razo,1090.45,debit,-83810.36,groceries
2026-06-07,UPI/New Daimond 2/CNRB/303135347962/UPI,101.00,debit,-83911.36,food
2026-06-08,UPI/Cult Fit/IBKL/983646026087/UPI,953.48,debit,-84864.84,health
2026-06-08,UPI/Sharafat Ali/RATN/893660055318/Payment from,145.66,debit,-85010.50,transfer
2026-06-09,UPI/IRCTC Rail Con/IDFB/623994206260/UPI,2300.24,debit,-87310.74,travel
2026-06-09,UPI/Starbucks India/YESB/274023023275/UPI,391.79,debit,-87702.53,food
2026-06-09,UPI/Ravi s Gowda/IDFB/659095819314/NO REMARK,554.04,credit,-87148.49,transfer
2026-06-10,UPI/Impression sal/SBIN/241682546614/UPI,554.20,debit,-87702.69,shopping
2026-06-10,CHRG:SMS ALERT FEE FOR THE MONTH,10.20,debit,-87712.89,bills
2026-06-10,UPI/Airtel Postpai/SBIN/230397961444/UPI,984.31,debit,-88697.20,bills
2026-06-11,UPI/Starbucks India/RATN/195917431033/UPI,600.41,debit,-89297.61,food
2026-06-11,UPI/Ganga Sagar Fa/PPIW/417902760976/UPI,46.72,debit,-89344.33,food
2026-06-11,UPI/Cult Fit/CNRB/833972459693/UPI,631.90,debit,-89976.23,health
2026-06-11,UPI/Royal Bakery/IDFB/694667362148/UPI,46.65,debit,-90022.88,food
2026-06-11,UPI/ROLLING CUE/SBIN/767049096087/UPI,54.97,debit,-90077.85,entertainment
2026-06-11,UPI/HP PETROL PUMP/YESB/283305424907/UPI,222.70,debit,-90300.55,travel
2026-06-12,UPI/Ravi s Gowda/KKBK/720957206276/Paid securel,13.61,credit,-90286.94,transfer
2026-06-12,UPI/Indian Railway/PPIW/705125713648/UPI,116.74,debit,-90403.68,travel
2026-06-12,UPI/ROLLING CUE/HDFC/917619963617/UPI,258.78,debit,-90662.46,entertainment
2026-06-12,UPI/Dwijesh Hemant/SVCB/514217512349/UPI,640.53,credit,-90021.93,transfer
2026-06-12,UPI/Ravi s Gowda/RATN/879489263949/NO REMARK,576.13,debit,-90598.06,transfer
2026-06-12,UPI/CHENNAI EDALI/SVCB/640986533289/UPI,80.33,debit,-90678.39,food
2026-06-13,UPI/New Daimond 2/CNRB/661607758448/UPI,48.13,debit,-90726.52,food
2026-06-13,UPI/Patil Vadapav/HDFC/235889645134/UPI,22.94,debit,-90749.46,food
2026-06-13,UPI/MSEB Electrici/IDFB/945963911719/UPI,812.24,debit,-91561.70,bills
2026-06-14,UPI/Ugaoo/IBKL/446935555864/Payment To U,525.92,debit,-92087.62,shopping
2026-06-14,UPI/PRADEEP PAN SH/IDFB/434029690106/NO REMARK,181.00,debit,-92268.62,transfer
2026-06-15,UPI/Shubham Brahmd/UTIB/697371336322/NO REMARK,707.14,credit,-91561.48,transfer
2026-06-15,UPI/HP PETROL PUMP/HDFC/924204614783/UPI,618.49,debit,-92179.97,travel
2026-06-16,UPI/ARPITA NAG/KKBK/761994498018/Paid securel,62.37,credit,-92117.60,transfer
2026-06-16,UPI/ROLLING CUE/UTIB/125395586649/UPI,257.67,debit,-92375.27,entertainment
2026-06-17,UPI/Ravi s Gowda/UBIN/561899477998/Paid securel,100.12,debit,-92475.39,transfer
2026-06-17,UPI/Dr Lal PathLab/UBIN/379684787570/UPI,1583.25,debit,-94058.64,health
2026-06-17,UPI/Shadmani Khato/SVCB/297343718195/NO REMARK,24.29,credit,-94034.35,transfer
2026-06-17,UPI/Blinkit/SBIN/618977732983/Pay via Razo,338.06,debit,-94372.41,groceries
2026-06-18,UPI/BookMyShow/RATN/228345143944/UPI,566.30,debit,-94938.71,entertainment
2026-06-18,UPI/Indian Railway/SBIN/207649136749/UPI,54.65,debit,-94993.36,travel
2026-06-19,UPI/NMMTGhansoli C/SBIN/901899279542/UPI,22.72,debit,-95016.08,travel
2026-06-19,UPI/Amey Nagesh/IBKL/443399572851/NO REMARK,179.95,debit,-95196.03,transfer
2026-06-19,UPI/Patil Vadapav/RATN/882542337755/UPI,40.14,debit,-95236.17,food
2026-06-19,UPI/Shubham Brahmd/CNRB/673049467085/Paid securel,148.18,credit,-95087.99,transfer
2026-06-20,UPI/New Daimond 2/YESB/100439717024/UPI,126.35,debit,-95214.34,food
2026-06-20,UPI/Smaaash Gaming/UTIB/593691456497/UPI,1220.70,debit,-96435.04,entertainment
2026-06-20,UPI/Cafe Coffee Day/SVCB/667824344416/UPI,121.27,debit,-96556.31,food
2026-06-22,UPI/HP PETROL PUMP/SVCB/123555273902/UPI,1626.96,debit,-98183.27,travel
2026-06-22,UPI/GAVDEVI WADAPA/CNRB/677089394733/UPI,24.22,debit,-98207.49,food
2026-06-23,UPI/Krishna milk/RATN/700171047352/UPI,50.04,debit,-98257.53,food
2026-06-23,UPI/Amazon Pay Gro/SVCB/113646054558/You are payi,485.21,debit,-98742.74,groceries
2026-06-23,UPI/BookMyShow/SBIN/323235865916/UPI,752.04,debit,-99494.78,entertainment
2026-06-23,UPI/Dwijesh Hemant/KKBK/694267279978/Payment from,15.37,debit,-99510.15,transfer
2026-06-24,UPI/Ravi s Gowda/UBIN/111273808207/Paid securel,1701.51,debit,-101211.66,transfer
2026-06-25,UPI/Zepto/CNRB/866963936710/UPI,190.41,debit,-101402.07,groceries
2026-06-25,UPI/PRADEEP PAN SH/RATN/159288481678/Payment from,251.26,debit,-101653.33,transfer
2026-06-26,UPI/APURBA NAG/IBKL/597511063747/UPI,56.86,debit,-101710.19,transfer
2026-06-26,UPI/SHUBHAM CHANDR/IBKL/784588871008/UPI,67.05,debit,-101777.24,transfer
2026-06-26,UPI/Ravi s Gowda/SBIN/292320429769/UPI,133.94,debit,-101911.18,transfer
2026-06-27,UPI/MAH Vashi Inor/PPIW/520243356793/UPI,130.70,debit,-102041.88,travel
2026-06-27,UPI/Indian Railway/YESB/425888727512/UPI,93.02,debit,-102134.90,travel
2026-06-27,UPI/DMart Avenue/IBKL/407703095371/UPI,1235.69,debit,-103370.59,groceries
2026-06-27,UPI/HP PETROL PUMP/CNRB/425042444468/UPI,1196.93,debit,-104567.52,travel
2026-06-27,UPI/Patil Vadapav/UTIB/173833879353/UPI,35.97,debit,-104603.49,food
2026-06-28,UPI/CHENNAI EDALI/CNRB/931480278119/UPI,190.95,debit,-104794.44,food
2026-06-28,UPI/Myntra Designs/UBIN/454428683578/UPI,1877.42,debit,-106671.86,shopping
2026-06-28,UPI/Flipkart Inter/RATN/157845862606/UPI,643.31,debit,-107315.17,shopping
2026-06-30,UPI/Amazon Pay Gro/UBIN/876335675365/You are payi,1260.60,debit,-108575.77,groceries
2026-06-30,UPI/DECATHLON SPOR/RATN/881209607941/UPI,675.71,debit,-109251.48,shopping
2026-06-30,UPI/Shubham Brahmd/KKBK/959507072360/Payment from,48.09,credit,-109203.39,transfer
2026-07-01,PCI/5268/NETFLIX.COM/+766079602283/07:04,318.00,debit,-109521.39,bills
2026-07-01,UPI/Impression sal/RATN/230542815593/UPI,183.67,debit,-109705.06,shopping
2026-07-01,UPI/Jio Recharge/UTIB/755572887229/UPI,695.79,debit,-110400.85,bills
2026-07-01,UPI/Royal Bakery/KKBK/206813801382/UPI,113.22,debit,-110514.07,food
2026-07-01,UPI/SHIVAM SUPER M/YESB/519398587659/UPI,530.84,debit,-111044.91,groceries
2026-07-01,UPI/IRCTC Rail Con/SVCB/619178328647/UPI,1632.97,debit,-112677.88,travel
2026-07-02,UPI/ACT Fibernet/PPIW/220971151338/UPI,1357.10,debit,-114034.98,bills
2026-07-02,UPI/IRCTC Rail Con/UBIN/108030129986/UPI,411.26,debit,-114446.24,travel
2026-07-03,PCI/8768/ANTHROPIC* CLAUDE SUB/+225081654955/15:29,2353.00,debit,-116799.24,bills
2026-07-03,UPI/Zomato Ltd/HDFC/590781775615/Pay via Razo,142.39,debit,-116941.63,food
2026-07-03,UPI/2 Wheeler nigh/UTIB/800353123978/UPI,71.70,debit,-117013.33,travel
2026-07-03,UPI/Rapido Bike/SVCB/746710311285/UPI,156.09,debit,-117169.42,travel
2026-07-03,UPI/Blinkit/IBKL/112695553985/Pay via Razo,147.62,debit,-117317.04,groceries
2026-07-03,UPI/SHUBHAM CHANDR/UBIN/715881245825/UPI,87.90,credit,-117229.14,transfer
2026-07-03,UPI/Amazon Pay/SBIN/528640031202/Request from,1434.29,debit,-118663.43,shopping
2026-07-03,UPI/Impression sal/UTIB/383861629684/UPI,571.48,debit,-119234.91,shopping
2026-07-04,UPI/PharmEasy/RATN/908531081477/UPI,731.30,debit,-119966.21,health
2026-07-05,UPI/LONDHE VINOD S/YESB/646294565146/UPI,1149.65,credit,-118816.56,transfer
2026-07-05,UPI/Airtel Postpai/IBKL/948693191650/UPI,926.28,debit,-119742.84,bills
2026-07-05,UPI/Flipkart Inter/SBIN/236368143228/UPI,3453.70,debit,-123196.54,shopping
2026-07-06,UPI/Zepto/HDFC/671883778493/UPI,877.51,debit,-124074.05,groceries
2026-07-06,Recd:IMPS/444342694412/Amazon Sel/KKBK/X1100/PCXQJ,3676.38,credit,-120397.67,income
2026-07-06,UPI/PharmEasy/IBKL/696384732919/UPI,574.19,debit,-120971.86,health
2026-07-07,UPI/Rapido Bike/SVCB/223539769506/UPI,42.40,debit,-121014.26,travel
2026-07-07,UPI/IRCTC Rail Con/PPIW/782984227573/UPI,2188.78,debit,-123203.04,travel
2026-07-07,UPI/Ganga Sagar Fa/HDFC/133275036986/UPI,12.02,debit,-123215.06,food
2026-07-08,UPI/MAH Vashi Inor/SBIN/534195962612/UPI,453.97,debit,-123669.03,travel
2026-07-08,UPI/BLINKIT/CNRB/377756561000/Pay via Razo,1178.19,debit,-124847.22,groceries
2026-07-08,UPI/Zepto/SBIN/745095556181/UPI,466.32,debit,-125313.54,groceries
2026-07-08,UPI/GAVDEVI WADAPA/CNRB/463457388467/UPI,34.98,debit,-125348.52,food
2026-07-08,UPI/Starbucks India/UBIN/360461744480/UPI,406.02,debit,-125754.54,food
2026-07-09,UPI/Patil Vadapav/UTIB/836612415868/UPI,78.26,debit,-125832.80,food
2026-07-09,UPI/BLINKIT/PPIW/302926162922/Pay via Razo,505.74,debit,-126338.54,groceries
2026-07-09,UPI/Patil Vadapav/SVCB/108727239235/UPI,23.63,debit,-126362.17,food
2026-07-09,CHRG:SMS ALERT FEE FOR THE MONTH,7.34,debit,-126369.51,bills
2026-07-10,UPI/Patil Vadapav/CNRB/133949879405/UPI,70.23,debit,-126439.74,food
2026-07-10,UPI/Amazon Pay/UBIN/692363228737/Request from,2343.10,debit,-128782.84,shopping
2026-07-10,UPI/VASHI FUEL CEN/IDFB/313110074077/UPI,1468.76,debit,-130251.60,travel
2026-07-10,UPI/GAVDEVI WADAPA/SVCB/163313316848/UPI,43.09,debit,-130294.69,food
2026-07-11,UPI/BLINKIT/PPIW/555855521300/Pay via Razo,326.35,debit,-130621.04,groceries
2026-07-11,UPI/Ugaoo/CNRB/643616565836/Payment To U,690.29,debit,-131311.33,shopping
2026-07-11,UPI/Swiggy Ltd/UTIB/538704560284/Pay for Inte,460.34,debit,-131771.67,food
2026-07-11,UPI/Starbucks India/IBKL/448039414177/UPI,210.20,debit,-131981.87,food
2026-07-11,UPI/IRCTC Rail Con/YESB/812002462758/UPI,980.36,debit,-132962.23,travel
2026-07-12,UPI/Dr Lal PathLab/SVCB/921022453541/UPI,1855.43,debit,-134817.66,health
2026-07-12,UPI/UPENDRA SINGH/KKBK/652341420150/Paid securel,54.84,credit,-134762.82,transfer
2026-07-12,UPI/SHUBHAM CHANDR/SBIN/168563168767/Paid securel,2275.03,debit,-137037.85,transfer
2026-07-13,UPI/Ugaoo/CNRB/517346717138/Payment To U,887.69,debit,-137925.54,shopping
2026-07-13,UPI/DECATHLON SPOR/HDFC/868765570234/UPI,619.39,debit,-138544.93,shopping
2026-07-14,UPI/Blinkit/UTIB/657830546528/Pay via Razo,136.45,debit,-138681.38,groceries
2026-07-14,UPI/Cult Fit/HDFC/643198437359/UPI,1614.41,debit,-140295.79,health
2026-07-14,UPI/Sharafat Ali/YESB/804765339779/Paid securel,197.67,credit,-140098.12,transfer
2026-07-14,UPI/Ganga Sagar Fa/CNRB/643898092448/UPI,78.71,debit,-140176.83,food
2026-07-14,UPI/ARPITA NAG/HDFC/463907302410/Paid securel,22.48,credit,-140154.35,transfer
2026-07-15,UPI/Airtel Postpai/IBKL/966233630324/UPI,941.09,debit,-141095.44,bills
2026-07-15,UPI/Altaf Yamin Sh/RATN/615730197502/NO REMARK,69.23,credit,-141026.21,transfer
2026-07-16,UPI/MSEB Electrici/RATN/877022739949/UPI,667.27,debit,-141693.48,bills
2026-07-16,UPI/MSEB Electrici/IBKL/156241922553/UPI,1314.72,debit,-143008.20,bills
2026-07-17,UPI/Swiggy Limited/YESB/117245780256/UPI,699.81,debit,-143708.01,food
2026-07-17,UPI/amazon pay gro/YESB/808910682764/You are payi,1167.14,debit,-144875.15,groceries
2026-07-17,UPI/SHIVAM SUPER M/KKBK/283842400470/UPI,178.58,debit,-145053.73,groceries
2026-07-18,UPI/IRCTC Rail Con/SBIN/454853272137/UPI,2341.70,debit,-147395.43,travel
2026-07-19,UPI/MAH Vashi Inor/HDFC/650847428796/UPI,485.73,debit,-147881.16,travel
2026-07-19,UPI/Ganga Sagar Fa/KKBK/380820957274/UPI,63.12,debit,-147944.28,food
2026-07-19,UPI/Airtel Postpai/HDFC/341167378933/UPI,769.09,debit,-148713.37,bills
2026-07-19,UPI/Swiggy Ltd/IBKL/123784837841/Pay for Inte,317.61,debit,-149030.98,food
2026-07-20,UPI/Ugaoo/PPIW/865567852254/Payment To U,566.25,debit,-149597.23,shopping
2026-07-22,UPI/PRADEEP PAN SH/SBIN/396228355157/Payment from,113.50,credit,-149483.73,transfer
2026-07-23,UPI/MAH Vashi Inor/RATN/790986175580/UPI,444.51,debit,-149928.24,travel
2026-07-24,UPI/Rapido Bike/YESB/831343306753/UPI,29.42,debit,-149957.66,travel
2026-07-25,UPI/LONDHE VINOD S/UBIN/300022381577/Payment from,28.24,debit,-149985.90,transfer
2026-07-25,UPI/Myntra Designs/SVCB/937183775857/UPI,3486.36,debit,-153472.26,shopping
2026-07-26,UPI/Godaddy/RATN/317509010780/Pay,368.80,debit,-153841.06,bills
2026-07-26,UPI/Swiggy Limited/IBKL/576875580302/UPI,538.97,debit,-154380.03,food
2026-07-26,UPI/Patil Vadapav/YESB/638364717400/UPI,25.74,debit,-154405.77,food
2026-07-26,UPI/Godaddy/SVCB/342967069740/Pay,884.97,debit,-155290.74,bills
2026-07-27,UPI/SHIVAM SUPER M/PPIW/613102123210/UPI,467.29,debit,-155758.03,groceries
2026-07-28,UPI/Flipkart Inter/UTIB/642047286424/UPI,4855.32,debit,-160613.35,shopping
2026-07-28,UPI/Godaddy/RATN/983488798867/Pay,1044.50,debit,-161657.85,bills
2026-07-28,UPI/Myntra Designs/IBKL/454971321174/UPI,420.96,debit,-162078.81,shopping
2026-07-28,UPI/Ravi s Gowda/IBKL/902879105848/NO REMARK,2946.31,credit,-159132.50,transfer
2026-07-29,UPI/MSEB Electrici/HDFC/964373534294/UPI,1031.12,debit,-160163.62,bills
2026-07-30,UPI/GAVDEVI WADAPA/UTIB/352494096720/UPI,58.73,debit,-160222.35,food
2026-07-30,UPI/V SUDALAI KONA/PPIW/162986959215/Payment from,222.02,debit,-160444.37,transfer
2026-07-30,UPI/Krishna milk/UBIN/910046761105/UPI,44.28,debit,-160488.65,food
2026-07-31,UPI/DARNE SOHAM SU/HDFC/889487276820/Paid securel,58.79,credit,-160429.86,transfer
2026-07-31,UPI/Uber India Sys/PPIW/811489239091/UPI,133.90,debit,-160563.76,travel
2026-07-31,UPI/Flipkart Inter/IBKL/158759717649/UPI,1672.86,debit,-162236.62,shopping
2026-07-31,UPI/ROLLING CUE/UTIB/708798554732/UPI,69.37,debit,-162305.99,entertainment
2026-08-01,UPI/NMMTGhansoli C/SVCB/415460340794/UPI,22.18,debit,-162328.17,travel
2026-08-01,UPI/RELIANCE TREND/SBIN/385134640830/UPI,869.52,debit,-163197.69,shopping
2026-08-01,UPI/APURBA NAG/IDFB/824844381565/NO REMARK,66.10,debit,-163263.79,transfer
2026-08-01,PCI/2541/ANTHROPIC* CLAUDE SUB/+323482520446/18:31,2353.00,debit,-165616.79,bills
2026-08-01,UPI/Cafe Coffee Day/SVCB/426325312365/UPI,134.75,debit,-165751.54,food
2026-08-01,UPI/DECATHLON SPOR/SBIN/197650079424/UPI,3091.41,debit,-168842.95,shopping
2026-08-01,PCI/4094/NETFLIX.COM/+843984900642/23:28,510.11,debit,-169353.06,bills
2026-08-01,UPI/New Daimond 2/IDFB/354337757427/UPI,71.41,debit,-169424.47,food
2026-08-01,UPI/NMMTGhansoli C/CNRB/191111962922/UPI,17.07,debit,-169441.54,travel
2026-08-01,UPI/PVR Cinemas/RATN/476972554365/UPI,637.35,debit,-170078.89,entertainment
2026-08-02,UPI/Cafe Coffee Day/UTIB/600798023428/UPI,353.39,debit,-170432.28,food
2026-08-03,UPI/Myntra Designs/IBKL/333913009449/UPI,910.05,debit,-171342.33,shopping
2026-08-03,UPI/BookMyShow/RATN/282924296116/UPI,476.49,debit,-171818.82,entertainment
2026-08-04,UPI/Jio Recharge/YESB/103529058101/UPI,803.14,debit,-172621.96,bills
2026-08-05,UPI/Airtel Postpai/HDFC/736097780706/UPI,698.84,debit,-173320.80,bills
2026-08-05,UPI/HP PETROL PUMP/IDFB/184118361717/UPI,1217.37,debit,-174538.17,travel
2026-08-05,UPI/SHUBHAM CHANDR/IBKL/971622183028/UPI,1133.91,credit,-173404.26,transfer
2026-08-05,UPI/YAM LAL CHAPAG/KKBK/253649823393/UPI,836.41,debit,-174240.67,transfer
2026-08-06,UPI/Airtel Postpai/PPIW/887201343663/UPI,569.05,debit,-174809.72,bills
2026-08-06,UPI/SHUBHAM CHANDR/PPIW/650953804282/UPI,16.71,debit,-174826.43,transfer
2026-08-06,UPI/DMart Avenue/SBIN/833577716896/UPI,3144.27,debit,-177970.70,groceries
2026-08-06,UPI/Krishna milk/PPIW/733964777603/UPI,78.71,debit,-178049.41,food
2026-08-07,UPI/AMRIT NAG/PPIW/863769118139/Paid securel,842.64,debit,-178892.05,transfer
2026-08-07,UPI/BLINKIT/SBIN/342515818327/Pay via Razo,534.28,debit,-179426.33,groceries
2026-08-07,UPI/PharmEasy/PPIW/169124103170/UPI,1117.26,debit,-180543.59,health
2026-08-08,UPI/NMMTTurbe C413/IDFB/737788361803/UPI,25.94,debit,-180569.53,travel
2026-08-08,UPI/BookMyShow/YESB/264160683113/UPI,368.23,debit,-180937.76,entertainment
2026-08-08,UPI/Cafe Coffee Day/IDFB/666596627625/UPI,369.44,debit,-181307.20,food
2026-08-08,UPI/New Daimond 2/PPIW/724783134883/UPI,91.71,debit,-181398.91,food
2026-08-08,UPI/ARUNA HEMANT P/SBIN/769956476793/UPI,166.76,debit,-181565.67,transfer
2026-08-08,UPI/ARPITA NAG/YESB/341693087269/Paid securel,290.28,credit,-181275.39,transfer
2026-08-08,UPI/NMMTGhansoli C/KKBK/688686498792/UPI,12.44,debit,-181287.83,travel
2026-08-09,UPI/Shubham Brahmd/RATN/779558637995/Payment from,117.26,credit,-181170.57,transfer
2026-08-09,UPI/Solanki Genera/UTIB/911938835001/UPI,64.92,debit,-181235.49,groceries
2026-08-10,UPI/Solanki Genera/YESB/932027816560/UPI,184.74,debit,-181420.23,groceries
2026-08-10,UPI/UPENDRA SINGH/UTIB/630320980190/UPI,1289.07,credit,-180131.16,transfer
2026-08-11,Recd:IMPS/507677061554/Amazon Sel/KKBK/X5154/PCXQJ,1566.02,credit,-178565.14,income
2026-08-11,UPI/BookMyShow/UBIN/161559830203/UPI,845.42,debit,-179410.56,entertainment
2026-08-12,UPI/YAM LAL CHAPAG/UBIN/485351171721/Paid securel,723.26,credit,-178687.30,transfer
2026-08-12,UPI/Patil Vadapav/HDFC/564862822609/UPI,30.05,debit,-178717.35,food
2026-08-13,UPI/HP PETROL PUMP/RATN/177516799952/UPI,1678.29,debit,-180395.64,travel
2026-08-13,UPI/V SUDALAI KONA/RATN/436811644003/Paid securel,210.01,debit,-180605.65,transfer
2026-08-13,UPI/2 Wheeler nigh/PPIW/500611699658/UPI,128.22,debit,-180733.87,travel
2026-08-14,UPI/Amazon Pay/HDFC/895789478863/Request from,1894.25,debit,-182628.12,shopping
2026-08-14,UPI/Flipkart Inter/RATN/344902591184/UPI,869.15,debit,-183497.27,shopping
2026-08-14,UPI/SHIVAM SUPER M/SBIN/161398723266/UPI,470.11,debit,-183967.38,groceries
2026-08-15,UPI/MAH Vashi Inor/KKBK/962359996436/UPI,338.29,debit,-184305.67,travel
2026-08-15,UPI/Swiggy Limited/SVCB/168785775966/UPI,755.06,debit,-185060.73,food
2026-08-15,UPI/Airtel Postpai/SBIN/981928837942/UPI,960.38,debit,-186021.11,bills
2026-08-15,UPI/PVR Cinemas/CNRB/981594821513/UPI,810.88,debit,-186831.99,entertainment
2026-08-16,UPI/MITALI NAG/KKBK/498633168856/UPI,35.52,credit,-186796.47,transfer
2026-08-16,UPI/PVR Cinemas/IDFB/171452747698/UPI,399.04,debit,-187195.51,entertainment
2026-08-16,UPI/Starbucks India/PPIW/926982501439/UPI,450.15,debit,-187645.66,food
2026-08-17,UPI/2 Wheeler nigh/SBIN/775069026967/UPI,161.54,debit,-187807.20,travel
2026-08-17,UPI/BookMyShow/IBKL/449704662868/UPI,555.00,debit,-188362.20,entertainment
2026-08-17,UPI/GAVDEVI WADAPA/YESB/140715118642/UPI,37.38,debit,-188399.58,food
2026-08-18,UPI/ROLLING CUE/HDFC/741275544309/UPI,151.43,debit,-188551.01,entertainment
2026-08-18,UPI/New Daimond 2/HDFC/833052240790/UPI,56.31,debit,-188607.32,food
2026-08-18,UPI/NMMTTurbe C413/KKBK/936249183100/UPI,18.74,debit,-188626.06,travel
2026-08-18,UPI/RELIANCE TREND/IDFB/444290023467/UPI,2279.58,debit,-190905.64,shopping
2026-08-19,UPI/Dr Lal PathLab/IDFB/456107639161/UPI,1685.57,debit,-192591.21,health
2026-08-19,UPI/Zomato Ltd/SBIN/790596859747/Pay via Razo,595.04,debit,-193186.25,food
2026-08-20,UPI/Flipkart Inter/HDFC/155230763225/UPI,4591.21,debit,-197777.46,shopping
2026-08-21,UPI/2 Wheeler nigh/SVCB/520984456519/UPI,99.72,debit,-197877.18,travel
2026-08-21,UPI/Indian Railway/RATN/316450710356/UPI,17.26,debit,-197894.44,travel
2026-08-21,UPI/NMMTGhansoli C/IDFB/387950007408/UPI,24.93,debit,-197919.37,travel
2026-08-22,UPI/Myntra Designs/CNRB/410142703536/UPI,1749.09,debit,-199668.46,shopping
2026-08-22,UPI/Swiggy Ltd/SBIN/689572877918/Pay for Inte,492.64,debit,-200161.10,food
2026-08-23,UPI/BookMyShow/UTIB/495870238026/UPI,388.56,debit,-200549.66,entertainment
2026-08-23,UPI/Flipkart Inter/IBKL/274509251110/UPI,2715.47,debit,-203265.13,shopping
2026-08-23,UPI/Ugaoo/HDFC/139105050344/Payment To U,777.81,debit,-204042.94,shopping
2026-08-24,UPI/Ganga Sagar Fa/RATN/960662207495/UPI,66.92,debit,-204109.86,food
2026-08-24,UPI/RELIANCE TREND/HDFC/733943912279/UPI,1094.76,debit,-205204.62,shopping
2026-08-24,UPI/Shadmani Khato/KKBK/999013060005/UPI,110.65,credit,-205093.97,transfer
2026-08-24,UPI/Solanki Genera/SVCB/490300623746/UPI,178.38,debit,-205272.35,groceries
2026-08-25,UPI/RAJESH KUMAR J/PPIW/336476408576/UPI,66.80,credit,-205205.55,transfer
2026-08-25,UPI/Blinkit/IBKL/687515767693/Pay via Razo,301.35,debit,-205506.90,groceries
2026-08-25,UPI/BLINKIT/CNRB/276358428520/Pay via Razo,596.60,debit,-206103.50,groceries
2026-08-26,UPI/Indian Railway/UTIB/212616028160/UPI,90.99,debit,-206194.49,travel
2026-08-26,UPI/IRCTC Rail Con/UTIB/454518289989/UPI,1436.92,debit,-207631.41,travel
2026-08-26,UPI/PharmEasy/PPIW/948997860906/UPI,1380.17,debit,-209011.58,health
2026-08-26,UPI/SHIVAM YADAV/RATN/939551489883/Payment from,13.24,credit,-208998.34,transfer
2026-08-27,UPI/YAM LAL CHAPAG/CNRB/577339447176/UPI,26.07,debit,-209024.41,transfer
2026-08-27,UPI/SOURAV DHAR/UBIN/757294218642/Payment from,64.14,debit,-209088.55,transfer
2026-08-27,UPI/RELIANCE TREND/CNRB/644316333908/UPI,921.84,debit,-210010.39,shopping
2026-08-28,UPI/SHUBHAM CHANDR/IBKL/805832948766/UPI,236.55,credit,-209773.84,transfer
2026-08-28,UPI/Ravi s Gowda/UBIN/484356262040/UPI,1439.43,debit,-211213.27,transfer
2026-08-29,UPI/Royal Bakery/CNRB/847149524856/UPI,116.02,debit,-211329.29,food
2026-08-29,UPI/Swiggy Limited/SVCB/948063008785/UPI,226.61,debit,-211555.90,food
2026-08-30,UPI/Cult Fit/KKBK/885030361502/UPI,2236.18,debit,-213792.08,health
2026-08-30,UPI/NMMTGhansoli C/YESB/949417474642/UPI,25.50,debit,-213817.58,travel
2026-08-31,UPI/Ganga Sagar Fa/PPIW/660511881127/UPI,62.57,debit,-213880.15,food
